event_id,t_start,t_end,half,team_name,team_id,player_name,player_id,event_code_raw,action_raw,action_label,pos_x,pos_y
150,206.21,218.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,14.71,65.27
151,211.21,223.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Faul,Faul,faul,7.67,64.85
152,211.21,223.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Loss balls,Loss balls,loss balls,7.74,65.19
153,211.21,223.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Top kayıpları / kendi yarı sahasında,Top kayıpları / kendi yarı sahasında,top kayıpları / kendi yarı sahasında,7.74,65.19
154,211.21,223.21,1,Galatasaray,29205.0,Leroy Sané,1291402.0,10. Leroy Sané (1291402) - Yapılan Fauller,Yapılan Fauller,yapılan fauller,7.67,64.85
155,256.21,268.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,97.33,3.65
156,256.21,268.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,97.33,3.65
157,260.21,266.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,97.33,3.65
158,277.21,289.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Incomplete long passes,Incomplete long passes,incomplete long passes,105.0,0.0
159,277.21,289.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Incomplete passes into the box,Incomplete passes into the box,incomplete passes into the box,105.0,0.0
160,277.21,289.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Loss balls,Loss balls,loss balls,102.0,40.12
161,277.21,289.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,105.0,0.0
162,279.21,291.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Ball recoveries,Ball recoveries,ball recoveries,3.0,27.88
163,281.21,287.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Playing in set-piece attacks,Playing in set-piece attacks,playing in set-piece attacks,105.0,0.0
164,284.21,296.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete long passes,Incomplete long passes,incomplete long passes,21.89,11.16
165,284.21,296.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,21.89,11.16
166,284.21,296.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,21.89,11.16
167,284.21,296.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,21.89,11.16
168,285.21,337.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
169,285.21,337.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
170,285.21,337.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
171,285.21,337.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
172,285.21,337.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
173,285.21,337.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
174,285.21,337.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,14.56,25.02
175,292.21,304.21,1,Manchester City,46673.0,Matheus Nunes,1064401.0,27. Matheus Nunes (1064401) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,30.37,36.03
176,297.21,309.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,35.18,61.66
177,298.21,310.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,35.26,54.6
178,301.21,313.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,36.62,63.43
179,301.21,313.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Passes forward accurate,Passes forward accurate,passes forward accurate,36.62,63.43
180,305.21,317.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.8,64.27
181,308.21,320.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,33.53,62.92
182,320.21,332.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,33.03,50.65
183,320.21,332.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,33.03,50.65
184,324.21,336.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.94,63.26
185,327.21,339.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Incomplete long passes,Incomplete long passes,incomplete long passes,44.45,42.33
186,327.21,339.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,44.45,42.33
187,327.21,339.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,44.45,42.33
188,327.21,339.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Loss balls,Loss balls,loss balls,71.47,0.0
189,327.21,339.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,44.45,42.33
190,350.21,362.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Ball recoveries,Ball recoveries,ball recoveries,60.55,63.26
191,350.21,362.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,43.02,3.31
192,350.21,362.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Loss balls,Loss balls,loss balls,44.45,4.74
193,350.21,362.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Rakip sahada geri kazanılan toplar,Rakip sahada geri kazanılan toplar,rakip sahada geri kazanılan toplar,60.55,63.26
194,350.21,362.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Top kayıpları / kendi yarı sahasında,Top kayıpları / kendi yarı sahasında,top kayıpları / kendi yarı sahasında,44.45,4.74
195,350.21,362.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,43.02,3.31
196,351.21,363.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,63.13,61.32
197,351.21,363.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Passes forward accurate,Passes forward accurate,passes forward accurate,63.13,61.32
198,353.21,365.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,70.32,64.01
199,353.21,365.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Challenges won,Challenges won,challenges won,70.32,64.01
200,353.21,365.21,1,Galatasaray,29205.0,Roland Sallai,1282353.0,7. Roland Sallai (1282353) - Faul,Faul,faul,34.61,3.65
201,353.21,365.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Yapılan Fauller,Yapılan Fauller,yapılan fauller,34.61,3.65
202,355.21,361.21,1,Manchester City,46673.0,Omar Marmoush,910074.0,7. Omar Marmoush (910074) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,63.13,61.32
203,355.21,361.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in counter-attacks,Playing in counter-attacks,playing in counter-attacks,63.13,61.32
204,382.21,394.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,63.28,46.79
205,382.21,394.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,63.28,46.79
206,382.21,394.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,63.28,46.79
207,385.21,397.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,76.93,58.8
208,385.21,397.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Passes forward accurate,Passes forward accurate,passes forward accurate,76.93,58.8
209,386.21,401.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,63.28,46.79
210,386.21,401.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,63.28,46.79
211,386.21,401.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,63.28,46.79
212,386.21,401.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,63.28,46.79
213,387.21,399.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,84.76,65.27
214,387.21,399.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Passes forward accurate,Passes forward accurate,passes forward accurate,84.76,65.27
215,391.21,403.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,99.56,64.43
216,392.21,404.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Başarılı Top Kapma,Başarılı Top Kapma,başarılı top kapma,18.59,4.91
217,392.21,404.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Challenges unsuccessful,Challenges unsuccessful,challenges unsuccessful,18.59,4.91
218,392.21,404.21,1,Galatasaray,29205.0,Gabriel Sara,533884.0,8. Gabriel Sara (533884) - Challenges won,Challenges won,challenges won,18.59,4.91
219,397.21,409.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,80.88,68.0
220,400.21,412.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,68.74,63.09
221,401.21,452.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
222,401.21,452.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
223,401.21,452.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
224,401.21,452.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
225,401.21,452.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
226,401.21,452.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
227,401.21,452.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Playing in positional attacks,Playing in positional attacks,playing in positional attacks,80.88,68.0
228,405.21,417.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,46.68,59.22
229,409.21,421.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,33.82,57.46
230,409.21,421.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,33.82,57.46
231,411.21,423.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.94,57.88
232,412.21,424.21,1,Manchester City,46673.0,Bernardo Silva,1005663.0,20. Bernardo Silva (1005663) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.01,49.31
233,415.21,427.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,33.53,48.38
234,415.21,427.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,33.53,48.38
235,419.21,431.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,42.94,54.1
236,419.21,431.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,42.94,54.1
237,421.21,433.21,1,Manchester City,46673.0,Rayan Aït-Nouri,25575.0,21. Rayan Aït-Nouri (25575) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,48.12,65.11
238,424.21,436.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,44.96,55.86
239,429.21,441.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,39.5,45.19
240,429.21,441.21,1,Manchester City,46673.0,Nathan Ake,27420.0,6. Nathan Ake (27420) - Passes forward accurate,Passes forward accurate,passes forward accurate,39.5,45.19
241,432.21,444.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,44.6,48.72
242,432.21,444.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Passes forward accurate,Passes forward accurate,passes forward accurate,44.6,48.72
243,432.21,444.21,1,Manchester City,46673.0,Nico O'Reilly,1070010.0,33. Nico O'Reilly (1070010) - Progressive passes accurate,Progressive passes accurate,progressive passes accurate,44.6,48.72
244,435.21,447.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,78.22,30.32
245,438.21,450.21,1,Manchester City,46673.0,Rayan Cherki,277556.0,10. Rayan Cherki (277556) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,83.61,29.73
246,440.21,452.21,1,Manchester City,46673.0,Erling Haaland,205456.0,9. Erling Haaland (205456) - Paslar adresi bulanlar,Paslar adresi bulanlar,paslar adresi bulanlar,86.84,42.75
247,442.21,454.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Incomplete key passes,Incomplete key passes,incomplete key passes,90.58,50.74
248,442.21,454.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,90.58,50.74
249,442.21,454.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,90.58,50.74
250,442.21,454.21,1,Manchester City,46673.0,Jérémy Doku,381201.0,11. Jérémy Doku (381201) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,90.58,50.74
251,444.21,456.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Incomplete passes forward,Incomplete passes forward,incomplete passes forward,11.62,24.15
252,444.21,456.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - Incomplete progressive passes,Incomplete progressive passes,incomplete progressive passes,11.62,24.15
253,444.21,456.21,1,Galatasaray,29205.0,Davinson Sánchez,1647732.0,6. Davinson Sánchez (1647732) - İsabetsiz paslar,İsabetsiz paslar,i̇sabetsiz paslar,11.62,24.15
